days,hour,season,holiday,weather,temp,atemp,humidity,windspeed,real,pred,diff
217,1,3,0,1,29.52,34.85,79,6.0032,30,35.68135,5.68135
121,1,2,0,1,22.96,26.515,83,0,32,84.71989,52.71989
351,1,4,0,2,18.04,21.97,94,8.9981,32,30.41642,-1.58358
345,2,4,0,1,8.2,12.88,69,0,17,11.740623,-5.259377
250,1,3,0,3,25.42,27.275,94,7.0015,23,36.79744,13.79744
310,3,4,0,1,13.12,17.425,93,0,15,35.296837,20.296837
219,2,3,0,1,28.7,33.335,84,0,23,36.18357,13.18357
167,2,2,0,1,22.96,26.515,94,7.0015,28,71.25879,43.25879
314,4,4,1,1,12.3,14.395,61,12.998,25,57.247807,32.247807
284,1,4,0,3,22.96,26.515,83,8.9981,26,44.391937,18.391937
312,3,4,0,1,13.12,17.425,93,0,15,34.673157,19.673157
275,1,4,0,2,25.42,27.275,94,0,36,26.942642,-9.057358
275,1,4,0,1,14.76,18.18,81,6.0032,23,65.216965,42.216965
17,4,1,0,1,13.94,14.395,46,35.0008,7,-3.68679,-10.68679
10,3,1,0,1,9.02,13.635,80,0,15,14.273407,-0.726593
276,2,4,0,1,26.24,28.79,89,0,28,33.137238,5.137238
313,3,4,0,1,15.58,19.695,94,6.0032,23,51.77221,28.77221
218,5,3,0,1,28.7,33.335,89,12.998,15,54.504593,39.504593
248,2,3,0,3,22.14,25.76,94,16.9979,17,39.941116,22.941116
352,2,4,0,1,11.48,15.15,65,6.0032,15,38.518295,23.518295
343,0,4,0,3,14.76,18.18,100,6.0032,38,10.830338,-27.169662
351,3,4,0,1,17.22,21.21,88,12.998,17,55.542976,38.542976
315,4,4,1,1,16.4,20.455,76,6.0032,23,47.973022,24.973022
219,3,3,0,1,27.06,29.545,89,0,15,35.61782,20.61782
279,1,4,0,1,18.04,21.97,88,0,44,53.40499,9.40499
156,3,2,0,1,23.78,27.275,88,0,19,74.58127,55.58127
191,3,3,0,1,26.24,28.79,89,8.9981,19,37.26013,18.26013
304,1,4,0,1,14.76,17.425,81,8.9981,26,64.884514,38.884514
37,2,1,0,1,8.2,12.88,80,0,15,24.453316,9.453316
156,4,2,0,1,22.96,26.515,94,7.0015,19,74.465,55.465
248,3,3,0,3,22.14,25.76,94,19.9995,13,41.061226,28.061226
275,3,4,0,2,24.6,25.76,94,0,21,30.40503,9.40503
220,2,3,0,1,28.7,33.335,84,6.0032,30,34.48272,4.48272
123,3,2,0,3,17.22,21.21,88,35.0008,11,-5.5794444,-16.5794444
335,3,4,0,1,9.02,13.635,80,0,11,5.279961,-5.720039
42,4,1,0,2,4.1,2.275,46,47.9988,3,-28.7369,-31.7369
306,1,4,0,1,13.94,16.665,81,8.9981,30,61.35463,31.35463
338,3,4,0,1,13.12,17.425,87,0,13,32.45317,19.45317
251,0,3,0,3,26.24,28.03,94,12.998,36,35.346794,-0.653206
337,1,4,0,1,17.22,21.21,82,7.0015,40,65.65867,25.65867
345,3,4,0,1,7.38,12.12,74,0,11,-5.9390407,-16.9390407
37,4,1,0,1,8.2,12.88,86,0,9,10.6456375,1.6456375
260,0,3,0,3,24.6,25.76,94,16.9979,32,36.90339,4.90339
280,3,4,1,1,13.94,17.425,81,7.0015,30,37.284695,7.284695
352,3,4,0,1,10.66,13.635,75,8.9981,15,13.377304,-1.622696
319,2,4,0,2,18.86,22.725,94,7.0015,25,27.11766,2.11766
249,1,3,0,3,22.14,25.76,94,16.9979,23,38.900528,15.900528
286,3,4,0,1,22.96,26.515,94,8.9981,21,38.59349,17.59349
192,1,3,0,1,28.7,33.335,79,6.0032,32,39.38511,7.38511
252,3,3,0,1,23.78,27.275,100,8.9981,50,35.35959,-14.64041
319,0,4,0,2,18.86,22.725,94,0,50,24.838974,-25.161026
77,4,1,0,1,18.04,21.97,94,0,13,52.583046,39.583046
335,2,4,0,1,9.84,14.395,75,0,23,22.959518,-0.040482
340,1,4,0,2,18.86,22.725,100,16.9979,30,21.958649,-8.041351
74,1,1,0,3,12.3,13.635,100,19.9995,19,4.261208,-14.738792
135,4,2,0,1,20.5,24.24,100,8.9981,17,73.44969,56.44969
315,2,4,1,1,16.4,20.455,76,8.9981,42,42.991272,0.991272
342,1,4,0,1,9.84,14.395,65,0,28,36.360947,8.360947
347,2,4,0,1,9.02,13.635,69,0,21,18.103462,-2.896538
192,2,3,0,1,28.7,33.335,79,7.0015,25,39.50733,14.50733
213,2,3,0,1,27.06,30.305,83,6.0032,26,35.77394,9.77394
138,4,2,0,1,19.68,23.485,94,0,15,75.00672,60.00672
349,3,4,0,1,18.86,22.725,82,8.9981,17,67.30204,50.30204
276,1,4,0,2,25.42,27.275,94,0,42,27.032104,-14.967896
156,2,2,0,1,23.78,27.275,88,7.0015,23,73.985275,50.985275
59,2,1,0,1,9.84,10.605,65,26.0027,15,2.0918202,-12.9081798
251,4,3,0,3,25.42,27.275,94,11.0014,13,39.931473,26.931473
251,1,3,0,2,25.42,25.76,100,11.0014,26,29.453163,3.453163
59,1,1,0,1,10.66,11.365,70,23.9994,17,13.139816,-3.860184
249,3,3,0,3,22.96,26.515,94,8.9981,15,39.965492,24.965492
342,3,4,0,1,9.02,13.635,80,0,17,3.097466,-13.902534
291,4,4,0,3,20.5,24.24,94,12.998,13,39.265915,26.265915
291,2,4,0,2,22.14,25.76,88,0,25,33.78946,8.78946
187,4,3,0,1,26.24,28.79,89,7.0015,15,38.748466,23.748466
249,0,3,0,2,22.14,25.76,94,15.0013,32,31.808044,-0.191956
191,4,3,0,1,26.24,28.79,89,8.9981,19,38.1876,19.1876
128,2,2,0,3,22.96,26.515,88,30.0026,15,27.169395,12.169395
33,1,1,0,1,8.2,7.575,44,35.0008,17,-8.40715,-25.40715
135,1,2,0,1,21.32,25,94,8.9981,30,72.37662,42.37662
251,2,3,0,2,25.42,25.76,100,16.9979,23,28.775146,5.775146
340,14,4,0,3,18.04,21.97,100,12.998,84,223.47873,139.47873
187,2,3,0,1,27.06,29.545,89,12.998,23,36.59713,13.59713
42,3,1,0,1,4.92,9.85,80,0,19,8.066887,-10.933113
135,4,2,0,1,22.14,25.76,94,8.9981,15,75.45365,60.45365
350,2,4,0,2,15.58,19.695,94,0,19,15.20401,-3.79599
313,2,4,0,2,15.58,19.695,94,0,19,28.419144,9.419144
255,0,3,0,1,24.6,27.275,88,7.0015,46,33.407135,-12.592865
313,4,4,0,1,15.58,19.695,94,6.0032,13,47.845993,34.845993
168,4,2,0,1,24.6,27.275,88,6.0032,15,70.85041,55.85041
220,3,3,0,1,27.88,31.82,83,6.0032,19,35.10721,16.10721
0,4,1,0,1,9.84,14.395,75,0,9,9.010048,0.010048
290,0,4,0,1,19.68,23.485,82,0,50,50.731674,0.731674
282,1,4,0,2,18.86,22.725,88,0,25,31.388397,6.388397
311,3,4,0,1,13.12,17.425,87,0,15,40.871223,25.871223
280,1,4,1,1,13.94,16.665,87,11.0014,61,30.74541,-30.25459
218,4,3,0,1,28.7,33.335,84,8.9981,17,34.763985,17.763985
159,1,2,0,1,30.34,35.605,79,7.0015,34,62.699005,28.699005
218,3,3,0,1,28.7,33.335,84,0,21,36.7117,15.7117
315,1,4,1,1,16.4,20.455,76,11.0014,53,40.48957,-12.51043
135,3,2,0,1,22.96,26.515,88,7.0015,19,76.715,57.715
336,3,4,0,1,15.58,19.695,87,0,19,45.93892,26.93892
347,1,4,0,1,9.02,12.88,69,6.0032,40,20.9525,-19.0475
45,3,1,0,1,11.48,15.91,75,0,13,31.929947,18.929947
218,2,3,0,1,28.7,33.335,84,8.9981,28,34.002922,6.002922
248,3,3,0,1,28.7,33.335,84,7.0015,23,30.472313,7.472313
121,4,2,0,1,22.14,25.76,88,0,15,84.18641,69.18641
309,2,4,0,1,9.84,12.88,65,6.0032,13,35.74781,22.74781
121,2,2,0,1,22.96,26.515,83,0,30,84.57929,54.57929
138,0,2,0,1,21.32,25,94,7.0015,48,73.55476,25.55476
36,2,1,0,1,9.02,13.635,75,0,15,27.796715,12.796715
151,3,2,0,1,27.88,31.82,89,12.998,19,74.94881,55.94881
219,3,3,0,1,28.7,33.335,84,0,21,36.56405,15.56405
282,4,4,1,1,18.86,22.725,94,0,26,20.163109,-5.836891
248,2,3,0,1,29.52,34.85,79,0,25,33.039764,8.039764
340,13,4,0,3,18.04,21.97,100,12.998,92,195.20795,103.20795
248,0,3,0,3,22.14,25.76,94,23.9994,26,38.198242,12.198242
131,4,2,0,1,17.22,21.21,94,0,17,68.787346,51.787346
352,1,4,0,1,12.3,15.91,65,6.0032,28,51.292717,23.292717
246,2,3,0,1,27.88,31.82,82,8.9981,21,31.24337,10.24337
290,1,4,0,2,18.86,22.725,88,0,28,31.107079,3.107079
188,3,3,0,1,27.88,31.82,79,7.0015,19,40.49221,21.49221
342,2,4,0,1,9.84,14.395,70,0,25,25.682266,0.682266
252,4,3,0,1,23.78,27.275,94,6.0032,19,40.1632,21.1632
64,4,1,0,2,17.22,21.21,88,23.9994,11,11.42881,0.42881
347,3,4,0,1,8.2,11.365,69,7.0015,21,0.0928731,-20.9071269
225,4,3,0,3,26.24,28.03,94,12.998,13,40.282356,27.282356
306,2,4,0,1,13.94,16.665,76,8.9981,19,60.486374,41.486374
306,3,4,0,1,13.94,16.665,81,8.9981,15,49.807846,34.807846
167,0,2,0,1,22.96,26.515,88,6.0032,44,68.99454,24.99454
275,2,4,0,1,14.76,18.18,76,7.0015,17,67.577965,50.577965
247,2,3,0,1,28.7,33.335,84,12.998,25,28.86641,3.86641
219,1,3,0,1,27.88,31.82,83,8.9981,30,33.719025,3.719025
340,4,4,0,3,18.86,22.725,100,11.0014,11,21.705597,10.705597
284,4,4,0,3,22.14,25.76,94,26.0027,17,38.28057,21.28057
336,4,4,0,1,14.76,18.94,93,0,15,36.53204,21.53204
255,1,3,0,1,23.78,27.275,83,7.0015,26,41.354424,15.354424
309,3,4,0,1,9.84,14.395,87,0,19,13.519943,-5.480057
91,4,2,0,1,16.4,20.455,76,32.9975,11,31.367119,20.367119
167,4,2,0,1,22.14,25.76,94,8.9981,17,67.0066,50.0066
195,5,3,0,1,27.88,31.82,89,8.9981,17,60.26616,43.26616
336,2,4,0,1,17.22,21.21,77,11.0014,23,72.4219,49.4219
218,1,3,0,1,28.7,33.335,84,8.9981,36,33.622536,-2.377464
196,3,3,0,1,27.88,31.82,79,6.0032,19,39.5698,20.5698
49,8,1,0,1,15.58,19.695,17,39.0007,73,193.04762,120.04762
9,0,1,0,1,4.92,6.06,50,19.0012,19,-2.386352,-21.386352
249,4,3,0,3,22.96,26.515,94,11.0014,15,41.047623,26.047623
275,4,4,0,2,24.6,25,100,0,23,26.970726,3.970726
219,1,3,0,1,29.52,34.85,79,0,42,36.939423,-5.060577
249,2,3,0,2,22.14,25.76,94,15.0013,21,33.81875,12.81875
212,3,3,0,1,26.24,28.79,83,7.0015,21,37.579025,16.579025
315,4,4,0,1,8.2,10.605,80,8.9981,13,-8.943535,-21.943535
17,12,1,0,2,8.2,9.09,86,22.0028,30,69.56614,39.56614
315,5,4,1,1,15.58,19.695,87,0,40,41.120804,1.120804
16,2,1,1,2,7.38,8.335,43,16.9979,28,52.884785,24.884785
158,1,2,0,1,27.06,30.305,78,0,40,66.35988,26.35988
279,3,4,0,1,16.4,20.455,87,0,23,64.84929,41.84929
352,4,4,0,1,9.84,12.12,75,8.9981,13,-1.5866771,-14.5866771
42,3,1,0,2,4.1,2.275,46,46.0022,19,-39.29,-58.29
338,4,4,0,1,12.3,15.91,87,7.0015,15,16.632088,1.632088
190,3,3,0,1,27.88,31.82,79,0,17,42.00859,25.00859
9,1,1,0,1,4.92,6.06,50,19.0012,13,-8.81398,-21.81398
94,4,2,0,3,20.5,24.24,88,32.9975,11,20.113102,9.113102
186,3,3,0,1,28.7,33.335,79,0,21,42.58497,21.58497
277,4,4,0,1,18.04,21.97,88,0,15,60.92621,45.92621
212,2,3,0,1,26.24,28.79,83,7.0015,28,35.677223,7.677223
343,2,4,0,2,15.58,19.695,94,7.0015,19,24.775337,5.775337
277,2,4,0,1,18.86,22.725,82,11.0014,17,58.792717,41.792717
106,2,2,0,1,22.96,26.515,83,7.0015,19,82.21281,63.21281
313,4,4,0,1,10.66,13.635,87,7.0015,13,8.235107,-4.764893
280,3,4,0,1,18.04,21.97,88,0,32,58.58465,26.58465
285,4,4,0,2,22.14,25.76,100,7.0015,17,26.084526,9.084526
277,3,4,0,1,18.86,22.725,82,7.0015,17,60.95044,43.95044
37,1,1,0,1,9.02,13.635,75,0,21,34.466537,13.466537
68,21,1,0,3,14.76,17.425,0,15.0013,86,228.19458,142.19458
42,1,1,0,3,3.28,2.275,79,31.0009,34,-51.4037,-85.4037
168,3,2,0,1,24.6,27.275,88,6.0032,32,70.152405,38.152405
1,2,1,0,2,17.22,21.21,100,19.0012,23,11.461342,-11.538658
254,4,3,0,1,22.14,25.76,94,7.0015,15,45.96322,30.96322
340,21,4,0,3,12.3,12.88,87,35.0008,63,165.93181,102.93181
283,3,4,0,2,21.32,25,88,7.0015,15,33.647285,18.647285
319,3,4,0,2,18.86,22.725,94,7.0015,17,30.492104,13.492104
42,2,1,0,1,5.74,10.605,80,0,26,17.286003,-8.713997
124,4,2,0,1,22.96,26.515,88,7.0015,19,79.69797,60.69797
289,3,4,0,1,14.76,18.94,87,0,19,61.206345,42.206345
314,5,4,1,1,12.3,14.395,49,16.9979,26,59.37399,33.37399
340,23,4,0,1,9.84,10.605,93,26.0027,73,88.27668,15.27668
247,1,3,0,1,28.7,33.335,84,12.998,30,28.307434,-1.692566
280,5,4,1,1,13.94,15.91,76,15.0013,34,47.826363,13.826363
282,2,4,0,2,18.86,22.725,88,0,23,32.39373,9.39373
121,3,2,0,1,22.96,26.515,83,6.0032,19,78.75746,59.75746
106,3,2,0,1,22.96,26.515,83,6.0032,19,83.01698,64.01698
213,3,3,0,1,27.06,30.305,83,0,19,37.707687,18.707687
44,10,1,0,1,18.04,21.97,33,15.0013,86,220.45142,134.45142
2,1,1,0,1,8.2,8.335,44,27.9993,15,-10.486008,-25.486008
212,4,3,0,1,27.06,30.305,83,8.9981,15,36.130936,21.130936
102,1,2,0,2,16.4,20.455,100,19.9995,17,34.979492,17.979492
12,0,1,0,1,5.74,6.06,59,19.0012,21,-0.62409925,-21.62409925
212,3,3,0,1,28.7,33.335,79,11.0014,17,35.901047,18.901047
219,4,3,0,1,27.06,29.545,89,7.0015,21,35.4478,14.4478
59,2,1,0,2,18.86,22.725,94,19.0012,21,31.625023,10.625023
187,1,3,0,1,27.06,29.545,89,12.998,34,36.21663,2.21663
283,0,4,0,2,22.14,25.76,88,0,50,28.564018,-21.435982
334,4,4,0,1,10.66,14.395,81,6.0032,13,9.900299,-3.099701
100,1,2,0,1,18.86,22.725,94,19.0012,21,64.13057,43.13057
135,3,2,0,1,20.5,24.24,94,11.0014,17,68.050545,51.050545
346,4,4,0,1,8.2,12.88,80,0,11,-7.1505656,-18.1505656
167,1,2,0,1,22.96,26.515,94,8.9981,40,69.473175,29.473175
131,3,2,0,1,18.04,21.97,88,8.9981,17,59.538517,42.538517
197,2,3,0,1,29.52,34.09,70,6.0032,23,41.26039,18.26039
256,1,3,0,1,25.42,29.545,78,6.0032,26,38.38491,12.38491
352,5,4,0,1,5.74,8.335,93,7.0015,25,-50.54769,-75.54769
340,19,4,0,3,13.94,14.395,87,43.0006,88,269.1154,181.1154
342,4,4,0,1,9.02,13.635,80,0,9,1.4751668,-7.5248332
336,4,4,0,1,9.02,11.365,75,8.9981,15,-3.584762,-18.584762
5,1,1,0,1,9.02,13.635,75,0,23,26.710503,3.710503
12,1,1,0,1,5.74,6.06,50,19.0012,13,-5.6221843,-18.6221843
190,4,3,0,1,27.88,31.82,79,8.9981,15,40.060913,25.060913
192,4,3,0,1,28.7,33.335,79,11.0014,17,39.23339,22.23339
39,4,1,0,2,9.02,9.85,75,30.0026,7,-26.28965,-33.28965
181,4,3,0,1,28.7,33.335,79,12.998,15,40.340347,25.340347
256,2,3,0,1,24.6,28.03,83,0,21,40.51004,19.51004
218,4,3,0,1,27.88,31.82,83,8.9981,21,35.008118,14.008118
77,3,1,0,1,18.86,22.725,88,6.0032,15,54.901,39.901
274,3,4,0,2,22.14,25.76,88,12.998,17,32.73165,15.73165
310,4,4,0,1,13.12,17.425,93,0,15,29.523548,14.523548
42,1,1,0,1,5.74,10.605,86,0,38,22.760612,-15.239388
0,3,1,0,1,9.84,14.395,75,0,23,15.437462,-7.562538
313,1,4,0,2,16.4,20.455,87,0,28,36.786514,8.786514
10,1,1,0,1,9.84,12.88,87,6.0032,23,20.299942,-2.700058
340,20,4,0,3,13.94,14.395,87,43.0006,82,232.16351,150.16351
128,1,2,0,1,18.04,21.97,88,0,50,68.43995,18.43995
290,3,4,0,1,18.04,21.97,88,15.0013,17,60.782257,43.782257
17,2,1,0,2,18.04,21.97,51,32.9975,13,6.8856816,-6.1143184
347,4,4,0,1,8.2,11.365,75,6.0032,17,-11.44455,-28.44455
256,3,3,0,1,24.6,27.275,88,8.9981,21,41.339394,20.339394
349,2,4,0,1,19.68,23.485,77,7.0015,36,69.322365,33.322365
16,3,1,1,2,7.38,9.09,43,12.998,19,49.231983,30.231983
45,0,1,0,1,12.3,13.635,49,27.9993,34,20.188576,-13.811424
249,2,3,0,1,25.42,28.79,83,6.0032,26,37.82495,11.82495
65,1,1,0,1,12.3,13.635,61,19.9995,19,27.16909,8.16909
156,3,2,0,1,18.86,22.725,82,0,21,60.664444,39.664444
12,2,1,0,1,5.74,6.06,50,23.9994,11,-18.588722,-29.588722
68,20,1,0,3,14.76,16.665,0,22.0028,96,276.38892,180.38892
212,2,3,0,1,28.7,33.335,74,7.0015,26,37.70581,11.70581
158,4,2,0,1,25.42,28.79,83,0,17,70.82947,53.82947
351,4,4,0,1,17.22,21.21,82,11.0014,17,64.98572,47.98572
102,2,2,0,3,16.4,20.455,100,19.9995,17,13.579315,-3.420685
0,0,1,0,1,9.84,14.395,81,0,32,33.766922,1.766922
2,0,1,0,1,9.02,9.85,44,23.9994,19,4.2953496,-14.7046504
336,3,4,0,1,9.84,12.12,70,8.9981,19,14.080414,-4.919586
135,0,2,0,1,21.32,25,94,7.0015,57,74.40672,17.40672
163,2,2,0,1,25.42,28.79,83,8.9981,19,68.476715,49.476715
280,4,4,0,1,17.22,21.21,94,8.9981,19,60.15573,41.15573
43,1,1,0,1,4.92,6.06,50,15.0013,17,4.734154,-12.265846
350,1,4,0,2,15.58,19.695,87,7.0015,30,34.57483,4.57483
291,3,4,0,2,22.96,26.515,83,0,19,41.221397,22.221397
345,4,4,0,1,7.38,12.12,74,0,11,-4.9652095,-15.9652095
276,3,4,0,1,16.4,20.455,82,7.0015,17,69.213776,52.213776
335,4,4,0,1,9.02,13.635,80,0,11,1.3619313,-9.6380687
11,2,1,0,1,5.74,7.575,86,8.9981,13,-4.265693,-17.265693
249,1,3,0,1,25.42,28.03,88,7.0015,46,32.760353,-13.239647
219,4,3,0,1,28.7,33.335,84,0,19,36.944565,17.944565
3,0,1,0,1,3.28,3.03,42,22.0028,23,-10.348869,-33.348869
34,4,1,0,1,9.84,12.88,81,6.0032,13,7.7875752,-5.2124248
251,3,3,0,2,25.42,27.275,94,16.9979,15,33.14482,18.14482
276,2,4,0,2,16.4,20.455,87,0,17,36.715233,19.715233
59,3,1,0,1,9.02,10.605,69,19.0012,11,1.7246404,-9.2753596
38,3,1,0,1,10.66,15.15,65,0,11,29.027496,18.027496
68,23,1,0,3,13.94,17.425,0,6.0032,86,150.18904,64.18904
39,3,1,0,1,9.02,10.605,80,19.0012,13,-4.86972,-17.86972
163,1,2,0,1,26.24,29.545,78,0,46,64.68525,18.68525
128,3,2,0,1,18.86,22.725,82,6.0032,19,62.443436,43.443436
159,11,2,0,1,36.9,42.425,42,15.0013,151,288.2215,137.2215
342,0,4,0,1,9.84,14.395,65,0,50,42.13439,-7.86561
13,2,1,0,1,4.1,6.06,54,8.9981,11,-4.2844462,-15.2844462
42,2,1,0,2,4.1,3.03,58,39.0007,34,-46.492264,-80.492264
282,3,4,1,1,18.86,22.725,88,0,32,24.548515,-7.451485
216,1,3,0,1,26.24,29.545,78,6.0032,36,35.940063,-0.059937
159,14,2,0,1,37.72,43.94,40,12.998,176,400.39038,224.39038
161,3,2,0,1,26.24,29.545,78,7.0015,19,66.76736,47.76736
16,6,1,1,2,7.38,9.09,43,12.998,38,38.59915,0.59915
43,0,1,0,1,5.74,6.82,46,15.0013,23,14.973129,-8.026871
59,0,1,0,2,17.22,21.21,94,0,30,63.74962,33.74962
