days,hour,season,holiday,weather,temp,atemp,humidity,windspeed,real,pred,diff
5,10,1,0,1,8.2,12.88,47,0,75,168.99112,93.99112
5,10,1,0,1,10.66,12.88,65,12.998,142,170.67967,28.67967
5,11,1,0,1,9.02,12.88,44,6.0032,88,137.37303,49.37303
5,11,1,0,1,12.3,15.15,56,11.0014,165,162.86171,-2.13829
5,12,1,0,1,10.66,14.395,35,0,109,164.19867,55.19867
5,12,1,0,1,14.76,16.665,50,16.9979,211,165.08461,-45.91539
5,13,1,0,1,10.66,13.635,35,7.0015,121,158.40674,37.40674
5,13,1,0,1,16.4,20.455,43,19.0012,253,209.32985,-43.67015
5,14,1,0,1,11.48,13.635,36,11.0014,125,175.16486,50.16486
5,14,1,0,1,18.86,22.725,36,12.998,230,275.53632,45.53632
5,15,1,0,1,11.48,13.635,36,0,117,213.93692,96.93692
5,15,1,0,1,21.32,25,27,16.9979,273,335.87296,62.87296
5,16,1,0,1,10.66,12.88,38,11.0014,140,207.56659,67.56659
5,16,1,0,1,21.32,25,27,19.0012,342,347.1806,5.1806
5,17,1,0,1,9.02,11.365,51,11.0014,221,183.37242,-37.62758
5,18,1,0,1,9.02,11.365,51,8.9981,213,184.73611,-28.26389
5,18,1,0,1,20.5,24.24,29,16.9979,461,367.8557,-93.1443
5,19,1,0,1,9.02,12.88,55,6.0032,165,162.83134,-2.16866
5,19,1,0,1,18.86,22.725,33,19.0012,321,321.9022,0.9022
5,20,1,0,1,8.2,10.605,51,11.0014,123,132.31111,9.31111
5,20,1,0,1,17.22,21.21,41,12.998,228,245.71295,17.71295
5,21,1,0,2,9.02,10.605,55,15.0013,101,119.89524,18.89524
5,21,1,0,1,16.4,20.455,43,15.0013,205,184.87193,-20.12807
5,22,1,0,2,9.02,10.605,51,19.0012,105,105.96296,0.96296
5,22,1,0,1,14.76,17.425,50,12.998,186,141.88005,-44.11995
5,23,1,0,2,8.2,9.85,59,12.998,78,85.091194,7.091194
5,23,1,0,1,14.76,18.94,50,0,155,134.07188,-20.92812
6,0,1,0,2,8.2,9.85,64,12.998,32,2.0912404,-29.9087596
6,0,1,0,1,14.76,17.425,50,11.0014,92,41.85112,-50.14888
6,1,1,0,1,15.58,19.695,46,11.0014,75,39.507103,-35.492897
6,2,1,0,1,14.76,18.18,50,7.0015,48,34.556404,-13.443596
6,3,1,0,1,13.12,16.665,57,7.0015,28,21.43193,-6.56807
6,4,1,0,1,13.12,16.665,57,6.0032,17,16.310501,-0.689499
6,5,1,0,1,10.66,13.635,75,7.0015,13,2.7236485,-10.2763515
6,5,1,0,3,9.02,13.635,55,0,9,12.7793045,3.7793045
6,6,1,0,2,8.2,12.88,69,0,59,58.070282,-0.929718
6,6,1,0,1,10.66,13.635,75,7.0015,32,79.130486,47.130486
6,7,1,0,1,8.2,10.605,69,8.9981,107,148.18117,41.18117
6,8,1,0,1,8.2,9.85,51,16.9979,228,187.11487,-40.88513
6,9,1,0,1,8.2,9.09,47,19.9995,157,152.5129,-4.4871
6,9,1,0,1,9.02,11.365,80,8.9981,155,199.1325,44.1325
6,10,1,0,1,9.02,9.85,37,22.0028,90,148.45253,58.45253
6,10,1,0,1,11.48,15.15,75,6.0032,226,206.13199,-19.86801
6,11,1,0,2,8.2,9.85,40,15.0013,96,103.9768,7.9768
6,12,1,0,2,8.2,9.85,37,16.9979,84,91.99465,7.99465
6,13,1,0,2,8.2,9.09,37,19.0012,126,78.04681,-47.95319
6,14,1,0,2,8.2,9.85,40,16.9979,103,97.43911,-5.56089
6,15,1,0,2,8.2,10.605,37,11.0014,125,133.71129,8.71129
6,16,1,0,2,8.2,10.605,37,11.0014,140,155.7689,15.7689
6,17,1,0,2,8.2,12.88,37,0,236,203.60594,-32.39406
6,17,1,0,2,22.14,25.76,43,8.9981,369,333.07532,-35.92468
6,18,1,0,1,8.2,11.365,40,6.0032,175,186.65472,11.65472
6,18,1,0,1,22.14,25.76,45,8.9981,344,386.64117,42.64117
6,19,1,0,1,6.56,9.85,55,6.0032,148,138.20454,-9.79546
6,19,1,0,1,21.32,25,42,7.0015,265,361.28052,96.28052
6,20,1,0,1,7.38,10.605,47,7.0015,105,132.5334,27.5334
6,20,1,0,1,20.5,24.24,39,16.9979,223,299.8207,76.8207
6,21,1,0,1,7.38,9.85,47,8.9981,94,115.30021,21.30021
6,21,1,0,1,18.04,21.97,44,15.0013,192,210.88673,18.88673
6,22,1,0,2,7.38,9.85,43,11.0014,90,105.24946,15.24946
6,22,1,0,1,18.04,21.97,38,16.9979,163,179.66753,16.66753
6,23,1,0,2,7.38,9.85,51,11.0014,71,84.50297,13.50297
6,23,1,0,1,17.22,21.21,38,15.0013,173,149.96022,-23.03978
7,0,1,0,2,7.38,9.85,51,11.0014,40,4.132157,-35.867843
7,0,1,0,1,15.58,19.695,40,19.0012,105,36.66365,-68.33635
7,1,1,0,2,7.38,10.605,55,6.0032,28,3.9094396,-24.0905604
7,1,1,0,1,13.94,16.665,42,12.998,84,31.530525,-52.469475
7,2,1,0,2,7.38,12.12,55,0,26,6.082421,-19.917579
7,2,1,0,1,14.76,16.665,37,19.0012,76,20.507637,-55.492363
7,3,1,0,1,13.94,16.665,42,8.9981,40,23.908691,-16.091309
7,4,1,0,1,13.12,15.15,49,16.9979,13,4.0317845,-8.9682155
7,5,1,0,2,13.12,16.665,49,7.0015,7,22.817406,15.817406
7,6,1,0,2,6.56,8.335,74,11.0014,26,36.323326,10.323326
7,6,1,0,2,12.3,16.665,52,0,26,73.6101,47.6101
7,7,1,0,2,6.56,9.09,74,7.0015,34,126.60652,92.60652
7,9,1,0,3,6.56,9.09,93,7.0015,50,140.13408,90.13408
7,9,1,0,1,13.12,16.665,53,8.9981,150,211.42822,61.42822
7,10,1,0,2,7.38,9.85,80,11.0014,90,130.51369,40.51369
7,10,1,0,1,13.94,16.665,49,11.0014,230,201.66759,-28.33241
7,11,1,0,2,8.2,9.09,69,26.0027,90,68.78571,-21.21429
7,11,1,0,1,14.76,17.425,46,15.0013,278,196.93721,-81.06279
7,12,1,0,2,8.2,9.09,59,23.9994,121,58.82009,-62.17991
7,13,1,0,1,8.2,9.09,44,22.0028,153,90.799355,-62.200645
7,14,1,0,1,8.2,8.335,32,32.9975,146,104.7353,-41.2647
7,15,1,0,1,8.2,8.335,32,30.0026,126,129.0071,3.0071
7,16,1,0,1,7.38,6.82,29,30.0026,128,152.47769,24.47769
7,16,1,0,1,16.4,20.455,37,19.9995,359,267.1598,-91.8402
7,17,1,0,1,6.56,6.06,37,36.9974,121,146.70041,25.70041
7,17,1,0,1,15.58,19.695,40,15.0013,269,286.67572,17.67572
7,18,1,0,1,5.74,6.06,39,19.9995,107,146.25703,39.25703
7,18,1,0,1,13.94,15.91,46,15.0013,230,256.79358,26.79358
7,19,1,0,1,5.74,6.06,36,16.9979,84,137.7104,53.7104
7,19,1,0,1,13.12,15.91,49,12.998,165,210.51253,45.51253
7,20,1,0,1,4.92,6.06,36,16.9979,82,118.73539,36.73539
7,20,1,0,1,12.3,15.15,52,11.0014,178,159.55754,-18.44246
7,21,1,0,1,4.92,5.305,39,23.9994,90,98.01261,8.01261
7,21,1,0,1,11.48,13.635,56,15.0013,144,131.85231,-12.14769
7,22,1,0,1,4.92,5.305,36,26.0027,88,84.00727,-3.99273
7,22,1,0,1,10.66,13.635,60,7.0015,113,113.64243,0.64243
7,23,1,0,1,4.1,3.03,39,30.0026,75,72.6717,-2.3283
7,23,1,0,1,10.66,12.12,56,16.9979,84,93.97874,9.97874
8,0,1,0,1,9.84,11.365,60,15.0013,30,18.101868,-11.898132
8,1,1,0,1,9.84,12.12,60,8.9981,19,19.855537,0.855537
8,2,1,0,1,9.84,12.12,56,8.9981,17,14.063293,-2.936707
8,3,1,0,1,9.84,12.12,52,11.0014,11,5.6501546,-5.3498454
8,4,1,0,1,9.02,12.12,64,7.0015,11,0.08564806,-10.91435194
8,6,1,0,1,4.1,4.545,49,19.0012,23,34.87867,11.87867
8,6,1,0,2,9.02,11.365,60,8.9981,109,46.654808,-62.345192
8,7,1,0,1,3.28,4.545,53,12.998,30,97.757866,67.757866
8,9,1,0,1,4.92,3.79,46,35.0008,44,90.49181,46.49181
8,9,1,0,2,9.02,13.635,64,0,219,186.27454,-32.72546
8,10,1,0,1,5.74,5.305,43,26.0027,76,92.39802,16.39802
8,10,1,0,1,9.84,14.395,60,0,134,195.71597,61.71597
8,11,1,0,1,6.56,6.06,40,35.0008,76,80.573296,4.573296
8,11,1,0,2,10.66,14.395,56,6.0032,117,138.77269,21.77269
8,12,1,0,1,7.38,6.82,37,30.0026,105,83.8487,-21.1513
8,12,1,0,2,10.66,13.635,56,7.0015,126,115.8088,-10.1912
8,13,1,0,1,8.2,8.335,34,30.0026,126,88.87481,-37.12519
8,13,1,0,2,10.66,13.635,56,7.0015,134,112.42927,-21.57073
8,14,1,0,3,9.02,11.365,75,11.0014,105,55.4224,-49.5776
8,14,1,0,1,9.02,9.09,32,31.0009,125,116.33831,-8.66169
8,15,1,0,3,9.02,11.365,75,11.0014,123,75.172585,-47.827415
8,15,1,0,1,9.02,9.85,35,23.9994,134,147.14807,13.14807
8,16,1,0,3,9.02,12.88,87,6.0032,105,102.38282,-2.61718
8,16,1,0,1,8.2,8.335,34,30.0026,144,155.02106,11.02106
8,17,1,0,3,9.02,13.635,87,0,205,137.15846,-67.84154
8,17,1,0,1,7.38,7.575,37,26.0027,115,157.88567,42.88567
8,18,1,0,1,6.56,6.82,40,22.0028,101,154.16298,53.16298
8,19,1,0,1,6.56,6.82,43,22.0028,94,136.28386,42.28386
8,19,1,0,3,8.2,11.365,93,6.0032,240,140.46953,-99.53047
8,20,1,0,1,5.74,6.06,46,16.9979,92,115.55924,23.55924
8,20,1,0,2,8.2,11.365,86,6.0032,184,137.18718,-46.81282
8,21,1,0,1,5.74,5.305,46,27.9993,73,95.64799,22.64799
8,21,1,0,2,8.2,12.88,93,0,134,143.88747,9.88747
8,22,1,0,1,5.74,6.06,46,19.9995,69,83.84553,14.84553
8,22,1,0,2,8.2,11.365,92,7.0015,117,120.203804,3.203804
8,23,1,0,1,4.92,6.82,50,12.998,61,69.64463,8.64463
8,23,1,0,2,9.02,12.12,87,7.0015,107,111.47556,4.47556
9,0,1,0,2,9.02,12.12,87,7.0015,30,11.484108,-18.515892
9,1,1,0,2,9.02,12.12,93,7.0015,21,3.8903813,-17.1096187
9,5,1,0,1,16.4,20.455,47,15.0013,26,29.328117,3.328117
9,6,1,0,1,4.92,6.06,50,19.0012,53,38.30667,-14.69333
9,6,1,0,2,7.38,9.09,93,12.998,101,45.512245,-55.487755
9,7,1,0,1,4.92,6.06,50,15.0013,98,121.39675,23.39675
9,8,1,0,2,4.92,6.06,50,19.0012,207,123.10993,-83.89007
9,9,1,0,2,5.74,6.06,50,16.9979,117,103.80343,-13.19657
9,9,1,0,2,7.38,9.85,93,11.0014,217,165.46928,-51.53072
9,10,1,0,2,5.74,6.06,50,19.9995,59,78.64069,19.64069
9,10,1,0,2,7.38,9.85,93,11.0014,111,140.50412,29.50412
9,11,1,0,2,6.56,6.82,47,19.0012,59,70.93922,11.93922
9,11,1,0,1,17.22,21.21,38,19.9995,130,200.80638,70.80638
9,12,1,0,2,8.2,9.09,40,19.0012,76,86.177086,10.177086
9,12,1,0,1,17.22,21.21,38,19.9995,163,199.83272,36.83272
9,13,1,0,2,8.2,9.09,40,19.0012,107,76.243675,-30.756325
9,13,1,0,1,17.22,21.21,38,19.9995,228,231.71605,3.71605
9,14,1,0,2,8.2,9.85,40,15.0013,101,102.37855,1.37855
9,14,1,0,1,17.22,21.21,38,19.9995,159,243.45863,84.45863
9,15,1,0,2,8.2,9.85,40,15.0013,100,122.38804,22.38804
9,15,1,0,1,17.22,21.21,38,19.9995,188,255.92923,67.92923
9,16,1,0,1,8.2,10.605,40,8.9981,126,186.3146,60.3146
9,16,1,0,1,17.22,21.21,38,23.9994,288,269.10345,-18.89655
9,17,1,0,1,8.2,11.365,40,7.0015,228,196.70703,-31.29297
9,18,1,0,1,8.2,9.85,40,15.0013,205,180.30026,-24.69974
9,19,1,0,1,6.56,8.335,47,11.0014,148,139.28291,-8.71709
9,19,1,0,1,15.58,19.695,46,7.0015,328,263.1952,-64.8048
9,20,1,0,1,6.56,8.335,50,11.0014,126,121.87147,-4.12853
9,20,1,0,1,13.94,17.425,53,7.0015,250,186.56406,-63.43594
9,21,1,0,1,5.74,6.82,59,12.998,92,93.8339,1.8339
9,21,1,0,1,13.12,16.665,66,6.0032,169,151.02534,-17.97466
9,22,1,0,1,5.74,7.575,59,11.0014,78,87.23524,9.23524
9,22,1,0,1,12.3,15.15,70,6.0032,167,120.941414,-46.058586
9,23,1,0,1,5.74,7.575,59,11.0014,73,78.63566,5.63566
9,23,1,0,1,10.66,13.635,81,7.0015,98,110.253456,12.253456
10,0,1,0,1,5.74,8.335,59,7.0015,26,15.576187,-10.423813
10,0,1,0,1,10.66,15.15,81,0,46,38.98236,-7.01764
10,1,1,0,1,5.74,7.575,59,11.0014,15,3.5863576,-11.4136424
10,1,1,0,1,9.84,12.88,87,6.0032,23,20.299942,-2.700058
