days,hour,season,holiday,weather,temp,atemp,humidity,windspeed,real,pred,diff
8,11,1,0,1,6.56,6.06,40,35.0008,76,80.573296,4.573296
8,11,1,0,2,10.66,14.395,56,6.0032,117,138.77269,21.77269
8,12,1,0,1,7.38,6.82,37,30.0026,105,83.8487,-21.1513
8,12,1,0,2,10.66,13.635,56,7.0015,126,115.8088,-10.1912
8,13,1,0,2,10.66,13.635,56,7.0015,134,112.42927,-21.57073
8,14,1,0,1,9.02,9.09,32,31.0009,125,116.33831,-8.66169
8,15,1,0,1,9.02,9.85,35,23.9994,134,147.14807,13.14807
8,16,1,0,3,9.02,12.88,87,6.0032,105,102.38282,-2.61718
8,16,1,0,1,8.2,8.335,34,30.0026,144,155.02106,11.02106
8,20,1,0,1,5.74,6.06,46,16.9979,92,115.55924,23.55924
8,21,1,0,2,8.2,12.88,93,0,134,143.88747,9.88747
8,21,1,0,1,5.74,5.305,46,27.9993,73,95.64799,22.64799
8,22,1,0,2,8.2,11.365,92,7.0015,117,120.203804,3.203804
8,22,1,0,1,5.74,6.06,46,19.9995,69,83.84553,14.84553
8,23,1,0,2,9.02,12.12,87,7.0015,107,111.47556,4.47556
8,23,1,0,1,4.92,6.82,50,12.998,61,69.64463,8.64463
9,7,1,0,1,4.92,6.06,50,15.0013,98,121.39675,23.39675
9,9,1,0,2,5.74,6.06,50,16.9979,117,103.80343,-13.19657
9,10,1,0,2,5.74,6.06,50,19.9995,59,78.64069,19.64069
9,10,1,0,2,7.38,9.85,93,11.0014,111,140.50412,29.50412
9,11,1,0,2,6.56,6.82,47,19.0012,59,70.93922,11.93922
9,12,1,0,2,8.2,9.09,40,19.0012,76,86.177086,10.177086
9,13,1,0,1,17.22,21.21,38,19.9995,228,231.71605,3.71605
9,14,1,0,2,8.2,9.85,40,15.0013,101,102.37855,1.37855
9,15,1,0,2,8.2,9.85,40,15.0013,100,122.38804,22.38804
9,16,1,0,1,17.22,21.21,38,23.9994,288,269.10345,-18.89655
9,18,1,0,1,8.2,9.85,40,15.0013,205,180.30026,-24.69974
9,19,1,0,1,6.56,8.335,47,11.0014,148,139.28291,-8.71709
9,20,1,0,1,6.56,8.335,50,11.0014,126,121.87147,-4.12853
9,21,1,0,1,13.12,16.665,66,6.0032,169,151.02534,-17.97466
9,21,1,0,1,5.74,6.82,59,12.998,92,93.8339,1.8339
9,22,1,0,1,5.74,7.575,59,11.0014,78,87.23524,9.23524
9,23,1,0,1,5.74,7.575,59,11.0014,73,78.63566,5.63566
9,23,1,0,1,10.66,13.635,81,7.0015,98,110.253456,12.253456
10,6,1,0,1,8.2,10.605,86,8.9981,98,72.40083,-25.59917
10,7,1,0,2,6.56,11.365,55,0,121,132.56876,11.56876
10,9,1,0,2,7.38,9.85,51,11.0014,153,140.06891,-12.93109
10,12,1,0,2,8.2,11.365,51,7.0015,82,94.92017,12.92017
10,13,1,0,2,8.2,11.365,59,6.0032,107,86.86846,-20.13154
10,13,1,0,3,13.12,17.425,76,0,121,119.34342,-1.65658
10,14,1,0,3,13.12,16.665,81,7.0015,128,109.83297,-18.16703
10,14,1,0,2,8.2,11.365,59,6.0032,117,106.39045,-10.60955
10,15,1,0,2,6.56,9.85,80,6.0032,101,93.42997,-7.57003
10,16,1,0,2,13.94,15.91,87,16.9979,171,161.6422,-9.3578
10,18,1,0,3,6.56,9.09,93,7.0015,150,123.447945,-26.552055
10,18,1,0,3,13.94,16.665,87,12.998,153,174.66792,21.66792
10,19,1,0,3,13.12,15.15,93,15.0013,148,144.25897,-3.74103
10,20,1,0,3,13.12,15.91,93,11.0014,113,126.50892,13.50892
10,22,1,0,3,13.94,16.665,87,12.998,105,105.18391,0.18391
10,22,1,0,3,6.56,9.09,93,7.0015,86,115.12876,29.12876
10,23,1,0,3,13.94,15.91,87,15.0013,67,94.44834,27.44834
11,9,1,0,1,13.12,16.665,81,7.0015,251,239.71284,-11.28716
11,9,1,0,1,6.56,6.82,59,22.0028,105,126.24485,21.24485
11,11,1,0,1,8.2,9.09,51,26.0027,63,92.44979,29.44979
11,12,1,0,1,8.2,7.575,47,39.0007,78,68.78959,-9.21041
11,12,1,0,2,13.94,17.425,81,7.0015,169,163.49202,-5.50798
11,13,1,0,1,17.22,21.21,77,11.0014,234,213.54315,-20.45685
11,13,1,0,1,9.02,9.85,44,23.9994,101,98.845604,-2.154396
11,14,1,0,1,8.2,9.09,47,22.0028,98,110.1457,12.1457
11,14,1,0,1,17.22,21.21,77,11.0014,209,226.93214,17.93214
11,15,1,0,1,18.04,21.97,72,8.9981,240,256.11588,16.11588
11,15,1,0,1,8.2,8.335,47,27.9993,101,117.35291,16.35291
11,18,1,0,1,8.2,7.575,47,35.0008,186,159.42552,-26.57448
11,19,1,0,1,7.38,7.575,47,27.9993,134,140.05159,6.05159
11,20,1,0,1,6.56,6.82,50,22.0028,109,115.992165,6.992165
11,21,1,0,1,18.04,21.97,67,8.9981,226,198.6309,-27.3691
11,21,1,0,1,6.56,6.82,55,22.0028,109,97.24671,-11.75329
11,22,1,0,1,6.56,6.06,55,30.0026,86,78.21989,-7.78011
11,23,1,0,1,5.74,5.305,59,27.9993,75,58.73371,-16.26629
11,23,1,0,1,16.4,20.455,76,22.0028,123,121.65357,-1.34643
12,6,1,0,1,4.92,7.575,54,8.9981,50,52.758934,2.758934
12,10,1,0,1,9.84,9.85,44,30.0026,128,136.962,8.962
12,10,1,0,2,6.56,6.82,50,23.9994,65,79.71201,14.71201
12,11,1,0,1,9.84,9.09,38,40.9973,140,122.2196,-17.7804
12,11,1,0,2,8.2,8.335,44,30.0026,65,81.85351,16.85351
12,12,1,0,1,8.2,8.335,44,27.9993,76,86.77099,10.77099
12,14,1,0,1,9.02,9.85,41,26.0027,96,120.16381,24.16381
12,18,1,0,1,8.2,9.09,40,22.0028,194,177.89183,-16.10817
12,19,1,0,1,6.56,7.575,47,16.9979,150,136.0504,-13.9496
12,20,1,0,1,6.56,7.575,47,15.0013,117,121.23362,4.23362
12,21,1,0,1,9.84,10.605,41,19.0012,153,127.8249,-25.1751
12,21,1,0,1,5.74,6.06,46,19.9995,94,98.97306,4.97306
12,22,1,0,1,8.2,9.09,47,22.0028,117,97.925026,-19.074974
12,22,1,0,1,5.74,6.06,46,22.0028,84,82.96668,-1.03332
12,23,1,0,1,4.92,6.82,50,12.998,69,69.11161,0.11161
13,7,1,0,1,4.1,6.06,74,11.0014,94,111.06336,17.06336
13,8,1,0,1,4.92,8.335,68,0,180,200.0777,20.0777
13,9,1,0,1,5.74,7.575,69,8.9981,142,160.02531,18.02531
13,10,1,0,1,6.56,11.365,47,0,173,155.0213,-17.9787
13,11,1,0,1,7.38,8.335,51,19.0012,82,97.83164,15.83164
13,12,1,0,1,8.2,9.85,44,16.9979,86,103.17803,17.17803
13,13,1,0,1,9.02,9.85,37,26.0027,130,105.46772,-24.53228
13,14,1,0,1,9.02,10.605,41,19.0012,117,135.09569,18.09569
13,17,1,0,1,9.02,11.365,41,11.0014,209,199.562,-9.438
13,17,1,0,1,9.84,11.365,41,16.9979,194,198.67151,4.67151
13,18,1,0,1,9.02,11.365,41,12.998,194,194.55539,0.55539
13,18,1,0,1,8.2,12.88,47,0,190,196.25023,6.25023
13,19,1,0,1,6.56,9.85,59,6.0032,144,135.42024,-8.57976
13,19,1,0,1,8.2,9.85,47,15.0013,153,147.40529,-5.59471
13,20,1,0,1,8.2,9.85,44,16.9979,155,133.40184,-21.59816
13,20,1,0,1,7.38,12.12,59,0,123,132.37901,9.37901
13,21,1,0,1,7.38,8.335,43,16.9979,123,112.627785,-10.372215
13,21,1,0,1,6.56,11.365,69,0,107,123.77088,16.77088
13,22,1,0,2,6.56,11.365,69,0,92,118.05546,26.05546
13,23,1,0,2,7.38,12.12,55,0,82,105.56898,23.56898
14,9,1,0,1,4.92,6.82,54,12.998,115,131.65942,16.65942
14,11,1,0,1,8.2,9.85,55,15.0013,100,114.79917,14.79917
14,12,1,0,1,9.84,11.365,48,15.0013,113,117.51768,4.51768
14,13,1,0,1,11.48,12.88,38,19.9995,153,144.93811,-8.06189
14,14,1,0,1,12.3,14.395,39,19.0012,171,174.7035,3.7035
14,15,1,0,2,13.12,15.91,36,12.998,180,191.42763,11.42763
14,17,1,0,1,9.02,10.605,25,16.9979,198,206.17061,8.17061
14,18,1,0,1,7.38,9.09,29,15.0013,171,187.80537,16.80537
14,19,1,0,1,6.56,8.335,37,11.0014,161,145.59901,-15.40099
14,20,1,0,1,6.56,9.09,37,7.0015,148,132.60701,-15.39299
14,21,1,0,1,6.56,8.335,40,11.0014,125,112.776985,-12.223015
14,22,1,0,1,7.38,10.605,37,6.0032,115,108.11298,-6.88702
14,23,1,0,1,6.56,9.85,43,6.0032,84,84.51258,0.51258
14,23,1,0,1,12.3,14.395,45,19.0012,98,111.05659,13.05659
15,0,1,1,1,5.74,7.575,46,8.9981,50,65.46492,15.46492
15,7,1,1,1,4.1,6.82,54,7.0015,67,93.67406,26.67406
15,10,1,1,2,5.74,6.82,59,12.998,161,133.21724,-27.78276
15,11,1,1,1,6.56,7.575,59,16.9979,213,207.33507,-5.66493
15,11,1,0,1,9.84,11.365,44,16.9979,121,135.98404,14.98404
15,12,1,0,1,9.84,10.605,41,19.0012,126,121.569115,-4.430885
15,12,1,1,1,8.2,9.09,55,22.0028,213,240.75356,27.75356
15,14,1,1,1,9.84,10.605,44,26.0027,240,260.87683,20.87683
15,14,1,0,1,11.48,13.635,36,16.9979,144,173.624,29.624
15,15,1,1,1,10.66,10.605,44,30.0026,250,232.71565,-17.28435
15,15,1,0,1,10.66,12.12,38,16.9979,165,178.96791,13.96791
15,16,1,1,1,10.66,11.365,44,23.9994,238,215.6127,-22.3873
15,20,1,1,1,10.66,12.12,60,19.0012,151,124.28991,-26.71009
15,20,1,0,1,7.38,9.85,47,11.0014,111,129.47844,18.47844
15,21,1,1,1,11.48,12.88,52,22.0028,113,124.1908,11.1908
15,21,1,0,1,7.38,9.85,51,11.0014,82,111.39985,29.39985
15,22,1,1,2,12.3,13.635,49,23.9994,107,104.083626,-2.916374
15,23,1,1,3,10.66,11.365,70,19.9995,94,73.44717,-20.55283
15,23,1,0,2,8.2,11.365,40,7.0015,75,98.423134,23.423134
16,7,1,0,3,12.3,14.395,81,15.0013,148,126.39852,-21.60148
16,12,1,0,2,13.12,15.15,87,19.0012,111,130.45177,19.45177
16,13,1,0,2,15.58,19.695,76,22.0028,157,141.72173,-15.27827
16,14,1,0,1,18.04,21.97,62,32.9975,184,206.33559,22.33559
16,16,1,0,1,18.86,22.725,63,36.9974,267,246.66649,-20.33351
16,18,1,1,2,7.38,8.335,55,16.9979,153,131.61548,-21.38452
16,19,1,1,3,7.38,9.09,59,12.998,123,111.51169,-11.48831
16,20,1,1,3,6.56,7.575,80,12.998,98,104.013145,6.013145
16,20,1,0,1,18.86,22.725,63,23.9994,230,250.30711,20.30711
16,21,1,0,1,18.86,22.725,67,31.0009,230,203.86772,-26.13228
16,21,1,1,3,6.56,7.575,80,12.998,92,96.78663,4.78663
16,22,1,1,3,5.74,6.06,93,16.9979,78,84.141945,6.141945
16,22,1,0,1,18.86,22.725,72,26.0027,144,158.67354,14.67354
16,23,1,1,3,6.56,6.82,86,19.0012,71,73.66378,2.66378
16,23,1,0,1,18.86,22.725,72,26.0027,117,136.74373,19.74373
17,11,1,0,1,12.3,13.635,42,26.0027,142,164.06393,22.06393
17,13,1,0,2,8.2,9.85,86,15.0013,78,66.06698,-11.93302
17,14,1,0,2,9.02,11.365,80,11.0014,84,95.54899,11.54899
17,14,1,0,1,12.3,13.635,33,26.0027,157,174.9671,17.9671
17,15,1,0,1,12.3,12.88,33,35.0008,180,172.544,-7.456
17,15,1,0,2,9.02,11.365,87,11.0014,92,108.02146,16.02146
17,16,1,0,2,9.02,11.365,87,12.998,117,120.47816,3.47816
17,19,1,0,2,9.02,11.365,80,8.9981,153,139.82973,-13.17027
17,20,1,0,2,9.02,13.635,87,0,138,150.76878,12.76878
17,23,1,0,1,6.56,6.82,47,19.9995,92,71.93281,-20.06719
18,6,1,0,2,9.02,12.88,93,6.0032,57,65.261475,8.261475
18,8,1,0,2,9.84,12.88,93,7.0015,219,212.28806,-6.71194
18,10,1,0,1,5.74,10.605,59,0,134,157.36447,23.36447
18,11,1,0,1,6.56,8.335,55,11.0014,126,111.55486,-14.44514
18,14,1,0,1,9.84,11.365,44,12.998,171,151.76593,-19.23407
18,15,1,0,1,10.66,11.365,44,19.9995,178,165.60497,-12.39503
18,17,1,0,1,14.76,16.665,57,22.0028,246,242.49406,-3.50594
18,22,1,0,2,10.66,11.365,44,27.9993,142,121.29481,-20.70519
18,22,1,0,1,12.3,15.15,52,11.0014,113,125.12345,12.12345
18,23,1,0,1,10.66,11.365,48,22.0028,109,95.81928,-13.18072
18,23,1,0,1,12.3,13.635,52,31.0009,82,105.427956,23.427956
31,6,1,0,3,16.4,20.455,54,11.0014,90,68.11154,-21.88846
31,12,1,0,1,18.04,21.97,54,7.0015,201,228.85225,27.85225
31,13,1,0,1,18.86,22.725,47,15.0013,236,257.94986,21.94986
31,13,1,0,2,8.2,12.88,86,0,107,128.97342,21.97342
31,14,1,0,2,9.02,12.88,80,6.0032,109,125.46769,16.46769
31,17,1,0,2,9.84,14.395,75,0,226,201.24193,-24.75807
31,19,1,0,2,9.84,12.12,81,8.9981,161,142.8662,-18.1338
31,20,1,0,2,9.02,11.365,87,8.9981,128,130.06136,2.06136
31,21,1,0,1,21.32,25,52,11.0014,282,264.91333,-17.08667
31,21,1,0,2,9.02,11.365,87,8.9981,119,121.25077,2.25077
31,22,1,0,1,20.5,24.24,55,12.998,194,202.70033,8.70033
31,22,1,0,2,9.02,12.88,87,6.0032,92,118.06721,26.06721
31,23,1,0,1,18.86,22.725,63,6.0032,151,160.92992,9.92992
31,23,1,0,3,8.2,9.85,93,12.998,73,95.47709,22.47709
32,6,1,0,3,14.76,18.94,90,0,100,80.74471,-19.25529
32,8,1,0,3,9.02,10.605,93,15.0013,178,170.41216,-7.58784
32,11,1,0,3,16.4,20.455,82,16.9979,134,163.50621,29.50621
32,12,1,0,2,9.84,11.365,93,15.0013,90,118.74334,28.74334
32,13,1,0,2,17.22,21.21,77,0,192,219.85715,27.85715
32,16,1,0,1,18.86,22.725,55,19.0012,278,295.66876,17.66876
32,17,1,0,1,14.76,15.91,53,35.0008,238,228.98523,-9.01477
32,18,1,0,1,13.94,14.395,42,36.9974,230,246.4441,16.4441
32,20,1,0,1,9.84,9.85,48,36.9974,126,146.36818,20.36818
32,21,1,0,1,9.02,9.85,47,22.0028,115,116.72239,1.72239
32,22,1,0,1,9.02,10.605,44,16.9979,94,106.03019,12.03019
32,23,1,0,1,13.12,15.15,49,16.9979,115,112.50468,-2.49532
32,23,1,0,1,8.2,8.335,44,30.0026,86,89.479195,3.479195
33,7,1,0,1,5.74,6.06,50,22.0028,107,128.0449,21.0449
33,9,1,0,1,6.56,6.82,47,19.9995,155,153.50154,-1.49846
33,10,1,0,1,11.48,12.88,56,19.0012,153,179.0491,26.0491
33,11,1,0,1,13.12,15.15,53,19.9995,190,169.80797,-20.19203
33,11,1,0,1,7.38,6.82,43,30.0026,92,103.14048,11.14048
33,12,1,0,1,8.2,9.09,40,23.9994,94,111.41932,17.41932
33,13,1,0,1,14.76,18.18,46,0,248,225.00636,-22.99364
33,13,1,0,1,8.2,8.335,40,27.9993,103,100.793785,-2.206215
33,14,1,0,1,14.76,17.425,46,15.0013,221,215.22968,-5.77032
33,15,1,0,1,15.58,19.695,40,0,267,287.51965,20.51965
33,18,1,0,1,8.2,10.605,40,11.0014,198,187.22234,-10.77766
33,19,1,0,1,8.2,12.88,40,0,150,173.13588,23.13588
33,20,1,0,1,8.2,11.365,47,6.0032,161,135.72212,-25.27788
33,20,1,0,1,13.94,17.425,49,7.0015,213,189.61943,-23.38057
33,21,1,0,1,13.94,17.425,49,7.0015,186,161.09792,-24.90208
33,21,1,0,1,7.38,10.605,55,7.0015,107,109.877266,2.877266
33,22,1,0,1,7.38,10.605,51,6.0032,96,97.431496,1.431496
33,23,1,0,1,8.2,11.365,47,7.0015,92,89.1934,-2.8066
34,6,1,0,2,6.56,11.365,55,0,51,56.200417,5.200417
34,9,1,0,2,6.56,9.09,80,8.9981,151,167.23074,16.23074
34,12,1,0,2,9.84,12.12,48,11.0014,109,118.159065,9.159065
34,13,1,0,2,10.66,12.88,50,15.0013,134,116.82841,-17.17159
34,14,1,0,2,11.48,13.635,45,11.0014,144,156.36008,12.36008
34,15,1,0,2,11.48,13.635,48,16.9979,142,164.375,22.375
34,16,1,0,2,13.94,16.665,61,11.0014,196,213.55144,17.55144
34,18,1,0,2,9.84,12.88,60,7.0015,205,189.63759,-15.36241
34,19,1,0,2,9.84,12.12,65,8.9981,155,150.63408,-4.36592
34,19,1,0,3,10.66,13.635,87,8.9981,134,134.30994,0.30994
34,20,1,0,3,9.84,11.365,93,12.998,132,119.382164,-12.617836
34,20,1,0,2,9.84,12.12,65,11.0014,125,134.21584,9.21584
34,21,1,0,3,9.84,12.12,93,8.9981,132,119.2497,-12.7503
34,21,1,0,2,9.84,12.12,70,11.0014,98,116.06483,18.06483
34,22,1,0,2,9.84,12.88,87,6.0032,150,120.4542,-29.5458
34,22,1,0,2,9.84,12.12,65,11.0014,101,102.98359,1.98359
34,23,1,0,2,9.84,12.12,87,8.9981,125,105.55186,-19.44814
34,23,1,0,2,9.84,12.12,70,8.9981,86,97.549995,11.549995
35,10,1,0,2,10.66,12.12,65,19.0012,173,149.93956,-23.06044
35,12,1,0,3,9.02,11.365,100,11.0014,78,102.07962,24.07962
35,14,1,0,3,9.02,13.635,100,0,111,116.024345,5.024345
35,15,1,0,3,9.02,13.635,100,0,117,124.526375,7.526375
35,16,1,0,3,9.02,11.365,100,8.9981,126,105.301216,-20.698784
35,17,1,0,2,9.84,10.605,100,19.0012,132,127.8108,-4.1892
35,18,1,0,1,12.3,14.395,52,16.9979,230,238.65239,8.65239
35,18,1,0,2,11.48,12.12,93,30.0026,138,153.39162,15.39162
35,19,1,0,2,11.48,12.12,93,30.0026,138,146.84395,8.84395
35,20,1,0,1,12.3,14.395,87,16.9979,125,141.40611,16.40611
35,21,1,0,1,10.66,12.88,100,12.998,113,120.68052,7.68052
35,21,1,0,1,11.48,14.395,56,7.0015,121,133.31673,12.31673
35,22,1,0,1,10.66,13.635,93,8.9981,101,115.88831,14.88831
35,23,1,0,1,10.66,12.88,93,15.0013,115,94.39408,-20.60592
35,23,1,0,1,9.84,12.12,70,8.9981,98,94.28355,-3.71645
36,6,1,0,1,6.56,9.09,86,7.0015,96,75.25883,-20.74117
36,12,1,0,1,13.12,15.91,61,11.0014,173,167.65123,-5.34877
36,12,1,0,1,13.94,16.665,46,0,196,199.99667,3.99667
36,13,1,0,1,13.94,18.18,46,0,232,222.62698,-9.37302
36,14,1,0,1,13.94,17.425,46,6.0032,213,228.02652,15.02652
36,15,1,0,1,13.94,17.425,46,6.0032,232,250.25964,18.25964
